PT_NAME_FR,SOC_NAME_FR,id_effet_secondaire
Test Strongyloides positif,Investigations,7102
Acne au site d'application,Troubles generaux et anomalies au site d'administration,7103
Omission d'une administration de produit par erreur,"Lesions, intoxications et complications d'interventions",7104
Probleme de consistance physique du produit,Problemes de produit,7105
Encephalopathie hypoglycemique,Affections du systeme nerveux,7106
Carcinome thyroidien peu differencie,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7107
Alteration de la couleur de la salive,Affections gastro-intestinales,7108
Aphasie transitoire,Affections du systeme nerveux,7109
Anticorps antithyroide,Investigations,7110
Creatine phosphokinase sanguine,Investigations,7111
Apnee infantile,"Affections respiratoires, thoraciques et mediastinales",7112
Temps de reaction therapeutique diminue,Troubles generaux et anomalies au site d'administration,7113
Hyperlipidemie de type IIa,"Affections congenitales, familiales et genetiques",7114
Botulisme,Infections et infestations,7115
Myosite auto-immune,Affections musculosquelettiques et du tissu conjonctif,7116
Anemie hypochrome,Affections hematologiques et du systeme lymphatique,7117
Aortite,Affections vasculaires,7118
Exerese de tumeur mammaire,Actes medicaux et chirurgicaux,7119
Exposition a  des temperatures extraªmes,"Lesions, intoxications et complications d'interventions",7120
Syndrome hyperosmolaire hyperglycemique non cetosique,Troubles du metabolisme et de la nutrition,7121
Concentration de medicament antiasmathique,Investigations,7122
Concentration de medicament analgesique,Investigations,7123
Dysplasie fibromusculaire arterielle,Affections vasculaires,7124
Langue framboisee,Affections gastro-intestinales,7125
Hypervitaminose D,Troubles du metabolisme et de la nutrition,7126
Mouvement anterieur systolique de la valve mitrale,Affections cardiaques,7127
Radiographie,Investigations,7128
Interaction provoquee par le tabac,Troubles generaux et anomalies au site d'administration,7129
Rejet de greffe du coeur,Affections du systeme immunitaire,7130
Pyelonephrite emphysemateuse,Infections et infestations,7131
Probleme d'excursion de temperature du produit,Problemes de produit,7132
Inflammation de la plaie,"Lesions, intoxications et complications d'interventions",7133
Complication liee a  la perfusion,"Lesions, intoxications et complications d'interventions",7134
Test Erysipelothrix positif,Investigations,7135
Titration du medicament,Actes medicaux et chirurgicaux,7136
Ulcere de l'intestin graªle hemorragique,Affections gastro-intestinales,7137
Fraction d'ejection ventriculaire droite diminuee,Investigations,7138
Mononevrite,Affections du systeme nerveux,7139
Crise convulsive atonique,Affections du systeme nerveux,7140
Lavage bronchoalveolaire,Investigations,7141
Infection a  streptocoque alpha-hemolytique,Infections et infestations,7142
Radiographie du thorax normale,Investigations,7143
Pheochromocytome avec crise,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7144
Gaªne faciale,Troubles generaux et anomalies au site d'administration,7145
Pneumonie a  Herpes simplex,Infections et infestations,7146
Reactivation d'herpes,Infections et infestations,7147
Dilatation de l'artere pulmonaire,"Affections respiratoires, thoraciques et mediastinales",7148
Syndrome des bras sans repos,Affections du systeme nerveux,7149
Occlusion de l'artere vertebrale,Affections du systeme nerveux,7150
Dissection de l'artere vertebrobasilaire,Affections du systeme nerveux,7151
Probleme de qualite de preparation magistrale,Problemes de produit,7152
Traitement corticosteroide,Actes medicaux et chirurgicaux,7153
Pression veineuse anormale,Investigations,7154
Anticorps antiplaquette,Investigations,7155
Fistule arterioveineuse durale,Affections du systeme nerveux,7156
Anesthesie genitale,Affections des organes de reproduction et du sein,7157
Hyperphosphaturie,Affections du rein et des voies urinaires,7158
Cellulite (infection) scrotale,Infections et infestations,7159
Facteur de risque de maladie,Caracteristiques socio-environnementales,7160
Delirium tremens,Affections psychiatriques,7161
Leuconychie,Affections de la peau et du tissu sous-cutane,7162
Syndrome d'arraªt d'antidepresseur,Troubles generaux et anomalies au site d'administration,7163
Trouble orgasmique feminin,Affections psychiatriques,7164
Pneumomediastin,"Affections respiratoires, thoraciques et mediastinales",7165
Dependance a  l'oxygenotherapie,Caracteristiques socio-environnementales,7166
Lesion aiga¼e du poumon,"Affections respiratoires, thoraciques et mediastinales",7167
Tumefaction articulaire au site d'injection,Troubles generaux et anomalies au site d'administration,7168
Leucoencephalopathie toxique,Affections du systeme nerveux,7169
Hypereveil,Affections psychiatriques,7170
Indentation cutanee,Affections de la peau et du tissu sous-cutane,7171
Traitement retarde,Actes medicaux et chirurgicaux,7172
Rupture au site d'acces vasculaire,"Lesions, intoxications et complications d'interventions",7173
avidement ganglionnaire du cou,Actes medicaux et chirurgicaux,7174
Spasme rectal,Affections gastro-intestinales,7175
Vasculite positive pour un anticorps anticytoplasmique de neutrophile,Affections du systeme immunitaire,7176
Pli nasolabial diminue,Affections musculosquelettiques et du tissu conjonctif,7177
Lagophtalmie,Affections oculaires,7178
Gastrite hemorragique,Affections gastro-intestinales,7179
Echographie du pelvis,Investigations,7180
achographie doppler,Investigations,7181
Hypertension veineuse,Affections vasculaires,7182
Psychose transitoire,Affections psychiatriques,7183
Vegetation de la valve cardiaque,Infections et infestations,7184
Pseudoanevrisme au site de greffe arterioveineuse,"Lesions, intoxications et complications d'interventions",7185
Infection de la greffe renale,Infections et infestations,7186
Biopsie renale,Investigations,7187
Infection disseminee a  virus varicelle-zona,Infections et infestations,7188
Fasciite,Affections musculosquelettiques et du tissu conjonctif,7189
Sensation de decontraction,Troubles generaux et anomalies au site d'administration,7190
Necrose muqueuse,Troubles generaux et anomalies au site d'administration,7191
Croa»te labiale,Affections gastro-intestinales,7192
Vitamine K diminuee,Investigations,7193
Pulsion linguale,Affections gastro-intestinales,7194
Reaction anaphylactique a  la transfusion,"Lesions, intoxications et complications d'interventions",7195
Rash au site d'incision,"Lesions, intoxications et complications d'interventions",7196
Kyste pericardique,Affections cardiaques,7197
Acidocetose de famine,Troubles du metabolisme et de la nutrition,7198
Reflexe oculocephalogyre absent,Affections du systeme nerveux,7199
Exces basique augmente,Investigations,7200
Anomalie de la deceleration de la frequence cardiaque foetale,Affections cardiaques,7201
aosinopenie,Affections hematologiques et du systeme lymphatique,7202
Gastrite ulcerative,Affections gastro-intestinales,7203
Calcium ionise diminue,Investigations,7204
Moule de caduque,"Affections gravidiques, puerperales et perinatales",7205
Oedeme musculaire,Affections musculosquelettiques et du tissu conjonctif,7206
Adherences uterines,Affections des organes de reproduction et du sein,7207
Tumeur maligne du mediastin,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7208
Dystonie myoclonique,"Affections congenitales, familiales et genetiques",7209
Pneumonie lipidique,"Affections respiratoires, thoraciques et mediastinales",7210
Ulcere du palais,Affections gastro-intestinales,7211
Nevrite vestibulaire,Infections et infestations,7212
Probleme de contra´le de qualite du produit,Problemes de produit,7213
Rash folliculaire,Affections de la peau et du tissu sous-cutane,7214
Restriction du champ affectif,Affections psychiatriques,7215
Hematome du scrotum,"Lesions, intoxications et complications d'interventions",7216
Hypertension veineuse pulmonaire,"Affections respiratoires, thoraciques et mediastinales",7217
Tuberculose des ganglions lymphatiques,Infections et infestations,7218
Paresthesie au site dâune vaccination,Troubles generaux et anomalies au site d'administration,7219
Defaut corneen,Affections oculaires,7220
Keratectomie,Actes medicaux et chirurgicaux,7221
Test de perception de la temperature anormal,Investigations,7222
Polyneuropathie demyelinisante inflammatoire subaigue,Affections du systeme nerveux,7223
Syndrome de neurotoxicite lie aux cellules effectrices de l'immunite,Affections du systeme nerveux,7224
Angiome veineux du cerveau,"Affections congenitales, familiales et genetiques",7225
Syndrome comportemental neonatal,Affections du systeme nerveux,7226
Mutation genetique acquise,"Affections congenitales, familiales et genetiques",7227
Retraite precoce,Caracteristiques socio-environnementales,7228
Hyperlaxite articulaire,"Affections congenitales, familiales et genetiques",7229
Pression arterielle moyenne diminuee,Investigations,7230
Aspergillose disseminee,Infections et infestations,7231
Reaction a  immuns complexes de type III,Affections du systeme immunitaire,7232
Retrait du maintien des fonctions vitales,Actes medicaux et chirurgicaux,7233
Alteration de la couleur des larmes,Affections oculaires,7234
Concentration medicamenteuse sanguine post mortem,Investigations,7235
Rhumatisme articulaire aigu,Affections musculosquelettiques et du tissu conjonctif,7236
Facteur V anormal,Investigations,7237
Insuffisance surrenalienne neonatale,"Affections congenitales, familiales et genetiques",7238
Cortisol anormal,Investigations,7239
Beuverie express,Affections psychiatriques,7240
Amyotrophie nevralgique,Affections du systeme nerveux,7241
Absence de rotation du site d'injection,"Lesions, intoxications et complications d'interventions",7242
Atrophie au site d'injection,Troubles generaux et anomalies au site d'administration,7243
Dermatose,Affections de la peau et du tissu sous-cutane,7244
Gaªne perihepatique,Affections hepatobiliaires,7245
"Lesion pulmonaire liee a  l'usage de cigarette electronique ou au vapotage, confirmee","Affections respiratoires, thoraciques et mediastinales",7246
Hematome sous-arachnoidien,"Lesions, intoxications et complications d'interventions",7247
Concentration medicamenteuse anormale,Investigations,7248
Probleme d'interaction medicament-maladie mentionnee dans le document de reference,"Lesions, intoxications et complications d'interventions",7249
Colopathie apoptotique,Affections gastro-intestinales,7250
Alteration de la couleur de l'appareil genital,Affections des organes de reproduction et du sein,7251
Hematome orbitaire,Affections oculaires,7252
Syndrome main-pied-organesÂ genitaux,"Affections congenitales, familiales et genetiques",7253
Confusion entre produits,"Lesions, intoxications et complications d'interventions",7254
Erreur de selection du produit interceptee,"Lesions, intoxications et complications d'interventions",7255
Concentration de medicament chimiotherapeutique inferieure aux concentrations therapeutiques,Investigations,7256
Fermeture prematuree du canal arteriel,"Affections congenitales, familiales et genetiques",7257
Exsudat amygdalien,"Affections respiratoires, thoraciques et mediastinales",7258
Anemie hemolytique auto-immune a  anticorps chauds,Affections hematologiques et du systeme lymphatique,7259
Lesion de l'epaule liee a  l'administration de vaccin,Troubles generaux et anomalies au site d'administration,7260
Concentration minimale du medicament (Cmin),Investigations,7261
Mucite radique,"Lesions, intoxications et complications d'interventions",7262
Arythmie neonatale,Affections cardiaques,7263
Rapport PaO2/FIO2 diminue,Investigations,7264
Dystrophie retinienne,Affections oculaires,7265
Retention sodique,Troubles du metabolisme et de la nutrition,7266
Lesion des voies urinaires,"Lesions, intoxications et complications d'interventions",7267
Complication d'intervention sur les voies urinaires,"Lesions, intoxications et complications d'interventions",7268
Contamination de plaie,"Lesions, intoxications et complications d'interventions",7269
aruption medicamenteuse bulleuse fixe generalisee,Affections de la peau et du tissu sous-cutane,7270
Rash de la paupiere,Affections oculaires,7271
Medicament dispense au mauvais patient,"Lesions, intoxications et complications d'interventions",7272
Spasme du cardia,Affections gastro-intestinales,7273
Hyposecretion de sinus paranasal,"Affections respiratoires, thoraciques et mediastinales",7274
Produit frelate,Problemes de produit,7275
Changement structurel ventriculaire,Affections cardiaques,7276
Pseudohyponatremie,Troubles du metabolisme et de la nutrition,7277
Analyse de suivi medicamenteux therapeutique non pratiquee,"Lesions, intoxications et complications d'interventions",7278
Hemorragie de la paroi abdominale,Affections gastro-intestinales,7279
Ulceration vulvaire,Affections des organes de reproduction et du sein,7280
Insuffisance renale de cause postrenale,Affections du rein et des voies urinaires,7281
Traitement vasopresseur,Actes medicaux et chirurgicaux,7282
Hypogueusie,Affections du systeme nerveux,7283
Posture de decerebration,Affections du systeme nerveux,7284
Myopie aigue,Affections oculaires,7285
Pseudomyopie,Affections oculaires,7286
Reaction aux additifs alimentaires,Affections du systeme immunitaire,7287
Erreur de medicament,"Lesions, intoxications et complications d'interventions",7288
Sympta´me oculaire,Affections oculaires,7289
Nevralgie intercostale,Affections du systeme nerveux,7290
Rire sardonique,Affections du systeme nerveux,7291
Degenerescence cerebelleuse secondaire,Affections du systeme nerveux,7292
Colite liee a  un antibiotique,Infections et infestations,7293
Irritation au site dâune vaccination,Troubles generaux et anomalies au site d'administration,7294
Syndrome cliniquement isole,Affections du systeme nerveux,7295
ARN VIH sanguin augmente,Investigations,7296
Hemodilution,"Lesions, intoxications et complications d'interventions",7297
Encephalopathie epileptique,Affections du systeme nerveux,7298
Incapacite d'apprentissage,Affections psychiatriques,7299
Transplantation de moelle allogenique incompatible,Actes medicaux et chirurgicaux,7300
Atrophie de l'endometre,Affections des organes de reproduction et du sein,7301
Augmentation de taille du ventricule droit,Affections cardiaques,7302
Pression auriculaire augmentee,Investigations,7303
Crise de cytokine,Affections du systeme immunitaire,7304
Hemofiltration,Actes medicaux et chirurgicaux,7305
Syndrome de perte de sel renal,Affections du rein et des voies urinaires,7306
Respiration de Cheyne-Stokes,"Affections respiratoires, thoraciques et mediastinales",7307
Hemorragie d'anastomose gastro-intestinale,"Lesions, intoxications et complications d'interventions",7308
Nephrite a  mediation immunitaire,Affections du rein et des voies urinaires,7309
Viscosite du sperme diminuee,Investigations,7310
Rupture prematuree des membranes avant terme,"Affections gravidiques, puerperales et perinatales",7311
Hyperkaliurie,Affections du rein et des voies urinaires,7312
Autophobie,Affections psychiatriques,7313
Lesion lors de la reperfusion myocardique,Affections cardiaques,7314
Syndrome dâhyperemese au cannabis,Affections gastro-intestinales,7315
Diabete pancreatogene,Troubles du metabolisme et de la nutrition,7316
Chorioretinite,Infections et infestations,7317
Inhibition de l'axe hypothalamo-pituito-surrenal,Affections endocriniennes,7318
Lesion au site d'application,Troubles generaux et anomalies au site d'administration,7319
Oestrogene sanguin anormal,Investigations,7320
Hormone folliculostimulante sanguine anormale,Investigations,7321
Stenose aqueducale congenitale,"Affections congenitales, familiales et genetiques",7322
pH vaginal anormal,Investigations,7323
Lesion du systeme nerveux,"Lesions, intoxications et complications d'interventions",7324
Porphyrie aigue,"Affections congenitales, familiales et genetiques",7325
Nombre d'articulations gonflees,Investigations,7326
Sous-dosage accidentel,"Lesions, intoxications et complications d'interventions",7327
Carcinome a  cellules renales stade I,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7328
Neutropenie allo-immune liee a  une transfusion,"Lesions, intoxications et complications d'interventions",7329
Pneumonie covid-19,Infections et infestations,7330
Complexe QRS raccourci a  l'electrocardiogramme,Investigations,7331
Alteration de la couleur de la muqueuse nasale,"Affections respiratoires, thoraciques et mediastinales",7332
Trouble du comportement du sommeil et mouvements oculaires rapides,Affections psychiatriques,7333
Induration au site d'administration,Troubles generaux et anomalies au site d'administration,7334
Mal de taªte a  lâeffort,Affections du systeme nerveux,7335
Dysplasie du sein,Affections des organes de reproduction et du sein,7336
Gastropathie due a  l'hypertension portale,Affections gastro-intestinales,7337
Gonflement peribuccal,Affections de la peau et du tissu sous-cutane,7338
Sinusite bacterienne,Infections et infestations,7339
Lymphome primitif du mediastin a  grandes cellules B,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7340
Ulcere gastroduodenal perfore,Affections gastro-intestinales,7341
Psoriasis paradoxal,Affections de la peau et du tissu sous-cutane,7342
Floppy infant,Affections musculosquelettiques et du tissu conjonctif,7343
Interaction medicament-dispositif,Troubles generaux et anomalies au site d'administration,7344
Mercure sanguin anormal,Investigations,7345
Atrophie optique hereditaire,"Affections congenitales, familiales et genetiques",7346
Syndrome post phase aigue de la covid-19,Infections et infestations,7347
Exposition foetale pendant lâaccouchement,"Lesions, intoxications et complications d'interventions",7348
Paralysie diaphragmatique,"Affections respiratoires, thoraciques et mediastinales",7349
Bulle anale,Affections gastro-intestinales,7350
Vivant en institution,Caracteristiques socio-environnementales,7351
acoulement au site d'incision,"Lesions, intoxications et complications d'interventions",7352
Abces genital,Infections et infestations,7353
Probleme de mecanisme delivrant le produit,Problemes de produit,7354
Vitamine B1 augmentee,Investigations,7355
Reaction de sevrage des corticoides locaux,Affections de la peau et du tissu sous-cutane,7356
Metaplasie intestinale,Affections gastro-intestinales,7357
Gastropathie reactionelle,"Lesions, intoxications et complications d'interventions",7358
Pancreatite a  mediation immunitaire,Affections gastro-intestinales,7359
Sediment urinaire,Investigations,7360
Probleme de dispositif de securite du dispositif,Problemes de produit,7361
alectrocardiogramme ambulatoire,Investigations,7362
Test coronavirus positif,Investigations,7363
Mutation du facteur V de Leiden,"Affections congenitales, familiales et genetiques",7364
Pectus carinatum,"Affections congenitales, familiales et genetiques",7365
Gastroenterite a  Escherichia coli,Infections et infestations,7366
Niveau sensoriel,Investigations,7367
Euthanasie,Actes medicaux et chirurgicaux,7368
Bra»lure chimique de la peau du deuxieme degre,"Lesions, intoxications et complications d'interventions",7369
Test hepatique diminue,Investigations,7370
Thrombose vasculaire hepatique,Affections hepatobiliaires,7371
Test de reactivite foetale anormal,Investigations,7372
Trouble de la croissance,Affections musculosquelettiques et du tissu conjonctif,7373
Tumeur du rectum,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7374
Irritation du tissu,Troubles generaux et anomalies au site d'administration,7375
Probleme mecanique du dispositif,Problemes de produit,7376
Pharmacotherapie,Actes medicaux et chirurgicaux,7377
Traitement des troubles du sommeil,Actes medicaux et chirurgicaux,7378
Therapie antiacide,Actes medicaux et chirurgicaux,7379
Troubles lies a  l'utilisation d'alcool,Affections psychiatriques,7380
Recherche d'hematies en spherocytes,Investigations,7381
Atrophie mammaire,Affections des organes de reproduction et du sein,7382
Operation pulmonaire,Actes medicaux et chirurgicaux,7383
Delire de relation,Affections psychiatriques,7384
Infection a  Pseudomonas des voies urinaires,Infections et infestations,7385
Transposition des gros vaisseaux,"Affections congenitales, familiales et genetiques",7386
Hepatite chronique,Affections hepatobiliaires,7387
Fibrose portale,Affections hepatobiliaires,7388
Amputation dâun membre,Actes medicaux et chirurgicaux,7389
Thrombose arterielle pulmonaire,"Affections respiratoires, thoraciques et mediastinales",7390
Courbure penienne,Affections des organes de reproduction et du sein,7391
Dysesthesie genitale,Affections des organes de reproduction et du sein,7392
Atrophie genitale,Affections des organes de reproduction et du sein,7393
Abces du mediastin,Infections et infestations,7394
Abces de la parotide,Infections et infestations,7395
Abces paraspinal,Infections et infestations,7396
Mediastinite,Infections et infestations,7397
Troponine anormale,Investigations,7398
Traitement antianaphylaxique,Actes medicaux et chirurgicaux,7399
Probleme de fermeture du produit,Problemes de produit,7400
Hemianopsie,Affections du systeme nerveux,7401
Traitement de fracture,Actes medicaux et chirurgicaux,7402
Embolisation du dispositif,Troubles generaux et anomalies au site d'administration,7403
Prurit apres intervention,"Lesions, intoxications et complications d'interventions",7404
Score de coma normal,Investigations,7405
Protides totaux augmentes,Investigations,7406
Enzyme hepatique diminuee,Investigations,7407
Vitesse de sedimentation diminuee,Investigations,7408
Analyse du liquide synovial,Investigations,7409
Cauterisation vasculaire,Actes medicaux et chirurgicaux,7410
Imagerie de la deformation du myocarde anormale,Investigations,7411
Polyneuropathie axonale et demyelinisante,Affections du systeme nerveux,7412
Probleme de materiaux de fabrication,Problemes de produit,7413
Aspartate aminotransferase diminuee,Investigations,7414
Porteur de verres correcteurs,Caracteristiques socio-environnementales,7415
Crise apneique,"Affections respiratoires, thoraciques et mediastinales",7416
Quarantaine,Actes medicaux et chirurgicaux,7417
Amplitude de l'onde T augmentee a  l'electrocardiogramme,Investigations,7418
Probleme d'assurance,Caracteristiques socio-environnementales,7419
Lymphadenectomie axillaire,Actes medicaux et chirurgicaux,7420
Maladie de depa´t de Gadolinium,"Lesions, intoxications et complications d'interventions",7421
arosion vaginale,Affections des organes de reproduction et du sein,7422
Reaction aux colorants,Affections du systeme immunitaire,7423
Colite a  Clostridium,Infections et infestations,7424
Lavage gastrique,Actes medicaux et chirurgicaux,7425
Necrose musculaire,Affections musculosquelettiques et du tissu conjonctif,7426
Force musculaire anormale,Investigations,7427
avacuation d'hematome sous-dural,Actes medicaux et chirurgicaux,7428
Pause cardiaque,Affections cardiaques,7429
Stenose,Troubles generaux et anomalies au site d'administration,7430
Infection a  Bacillus,Infections et infestations,7431
Test Rhodococcus positif,Investigations,7432
Dysphonie liee a  une anomalie de tension musculaire,Affections du systeme nerveux,7433
Traitement de la covid-19,Actes medicaux et chirurgicaux,7434
Test de provocation medicamenteuse,Investigations,7435
Pose de stent gastrique,Actes medicaux et chirurgicaux,7436
Dyspnee de Kussmaul,"Affections respiratoires, thoraciques et mediastinales",7437
Affection du pericarde,Affections cardiaques,7438
apanchement pleural paraneoplasique,"Affections respiratoires, thoraciques et mediastinales",7439
Gastrite erosive hemorragique,Affections gastro-intestinales,7440
Embolia cutis medicamentosa,Troubles generaux et anomalies au site d'administration,7441
Ulcere gastro-intestinal perfore,Affections gastro-intestinales,7442
Neurofibromatose,"Affections congenitales, familiales et genetiques",7443
Cellulite (infection) perineale,Infections et infestations,7444
Test de resistance genotypique aux medicaments positif,Investigations,7445
Variabilite de la frequence cardiaque augmentee,Investigations,7446
Rupture maculaire,Affections oculaires,7447
Inflammation des amygdales,"Affections respiratoires, thoraciques et mediastinales",7448
Syndrome cardiorenal,Affections cardiaques,7449
Anneau oesophagien acquis,Affections gastro-intestinales,7450
Migraine vestibulaire,Affections du systeme nerveux,7451
Sensation vertigineuse posturo-perceptuelle persistante,Affections du systeme nerveux,7452
Oesophagite hemorragique,Affections gastro-intestinales,7453
Bacteriemie a  enterocoque,Infections et infestations,7454
Ulcere gastrique malin,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7455
Abces peritoneal,Infections et infestations,7456
Abces fongique,Infections et infestations,7457
Therapie occupationnelle,Actes medicaux et chirurgicaux,7458
Thrombopenie amegacaryocytaire,"Affections congenitales, familiales et genetiques",7459
Infection a  metapneumovirus,Infections et infestations,7460
Dysfonctionnement de la trompe d'Eustache,Affections de l'oreille et du labyrinthe,7461
Acrokeratose paraneoplasique,Affections de la peau et du tissu sous-cutane,7462
Glycogenose,"Affections congenitales, familiales et genetiques",7463
Nephrite auto-immune,Affections du rein et des voies urinaires,7464
Calcium ionise anormal,Investigations,7465
Hyperinflation alveolaire,"Affections respiratoires, thoraciques et mediastinales",7466
Analyse de la chaa®ne legere augmentee,Investigations,7467
Analyse de la chaa®ne legere anormale,Investigations,7468
Tremblement postural,Affections du systeme nerveux,7469
Volume dâurine residuelle augmente,Investigations,7470
Numeration des eosinophiles normale,Investigations,7471
Planifiant une grossesse,Caracteristiques socio-environnementales,7472
Atteinte du penis,"Lesions, intoxications et complications d'interventions",7473
Douleur pubienne,Affections musculosquelettiques et du tissu conjonctif,7474
Saignement du lit de l'ongle,Affections de la peau et du tissu sous-cutane,7475
Vomissements post-tussifs,Affections gastro-intestinales,7476
Perte de sensibilite au contraste visuel,Affections oculaires,7477
Deficience en G6PD,"Affections congenitales, familiales et genetiques",7478
Lupus tuberculeux,Infections et infestations,7479
Covid-19 postvaccination,Infections et infestations,7480
Orage rythmique,Affections cardiaques,7481
Diminution d'efficacite de medicament concomitant,Troubles generaux et anomalies au site d'administration,7482
Bulle genitale,Affections des organes de reproduction et du sein,7483
Rythme agonique,Affections cardiaques,7484
Varices anorectales,Affections gastro-intestinales,7485
Mesotheliome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7486
Effet du produit therapeutique prolonge,Troubles generaux et anomalies au site d'administration,7487
Bronchite allergique,"Affections respiratoires, thoraciques et mediastinales",7488
Anemie hemolytique a  test de Coombs negatif,Affections hematologiques et du systeme lymphatique,7489
Analyse de suivi medicamenteux therapeutique pratiquee incorrectement,"Lesions, intoxications et complications d'interventions",7490
Pa¢leur au site dâinjection,Troubles generaux et anomalies au site d'administration,7491
Dermatophytose de la peau glabre,Infections et infestations,7492
atat septique neonatal,Infections et infestations,7493
Cardiomyopathie septique,Infections et infestations,7494
Non-utilisateur de tabac,Caracteristiques socio-environnementales,7495
Abstinent d'alcool,Caracteristiques socio-environnementales,7496
Oestrogene sanguin augmente,Investigations,7497
Exostose de la ma¢choire,Affections musculosquelettiques et du tissu conjonctif,7498
Respiration agonique,"Affections respiratoires, thoraciques et mediastinales",7499
Intolerance a  lâhistamine,Troubles du metabolisme et de la nutrition,7500
Irritation du scrotum,Affections des organes de reproduction et du sein,7501
Oedeme du prepuce,Affections des organes de reproduction et du sein,7502
Polypectomie du gros intestin,Actes medicaux et chirurgicaux,7503
Test virus influenza A,Investigations,7504
Alteration de la couleur de l'iris,Affections oculaires,7505
Gastrite ischemique,Affections gastro-intestinales,7506
Syndrome hemolytique et uremique atypique,Affections hematologiques et du systeme lymphatique,7507
Hemoglobinemie,Affections hematologiques et du systeme lymphatique,7508
Pose de stent arteriel,Actes medicaux et chirurgicaux,7509
Hematies macrocytaires presentes,Investigations,7510
Craniotabes,"Affections congenitales, familiales et genetiques",7511
Syndrome de douleur centrale,Affections du systeme nerveux,7512
Nephropathie cristalline,Affections du rein et des voies urinaires,7513
Lucite polymorphe,Affections de la peau et du tissu sous-cutane,7514
Periarterite noueuse,Affections vasculaires,7515
Helminthiase,Infections et infestations,7516
Keratite allergique,Affections oculaires,7517
Embolie arterielle coronaire,Affections cardiaques,7518
Agitation neonatale,Affections du systeme nerveux,7519
Lentigo,Affections de la peau et du tissu sous-cutane,7520
Sclerose en plaques remittente-recurrente,Affections du systeme nerveux,7521
Blessure associee au conditionnement du produit,"Lesions, intoxications et complications d'interventions",7522
Ta¢tonnements,Affections du systeme nerveux,7523
Anophtalmie,"Affections congenitales, familiales et genetiques",7524
Encephalocele,"Affections congenitales, familiales et genetiques",7525
Hematopoiese extramedullaire,Affections hematologiques et du systeme lymphatique,7526
Contrepulsion externe,Actes medicaux et chirurgicaux,7527
Test Citrobacter positif,Investigations,7528
anantheme,Troubles generaux et anomalies au site d'administration,7529
CO2 de fin dâexpiration augmente,Investigations,7530
Pose de dispositif d'assistance ventriculaire,Actes medicaux et chirurgicaux,7531
Pneumonie a  mycobacteries atypiques,Infections et infestations,7532
Atrophie au site d'application,Troubles generaux et anomalies au site d'administration,7533
Test de Coombs negatif,Investigations,7534
Anomalie pulmonaire interstitielle,"Affections respiratoires, thoraciques et mediastinales",7535
Hemorragie de sinus paranasal,"Affections respiratoires, thoraciques et mediastinales",7536
Agranulocytose genetique infantile,"Affections congenitales, familiales et genetiques",7537
Defaut septal cardiaque,"Affections congenitales, familiales et genetiques",7538
Arthrite auto-immune,Affections musculosquelettiques et du tissu conjonctif,7539
Nodule au site dâune vaccination,Troubles generaux et anomalies au site d'administration,7540
Thrombose de veine brachiocephalique,Affections vasculaires,7541
Balanite a  Candida,Infections et infestations,7542
Lesion de la moelle cervicale,"Lesions, intoxications et complications d'interventions",7543
Necrose de sinus paranasal,"Affections respiratoires, thoraciques et mediastinales",7544
Lesion cutanee en cocarde,Affections de la peau et du tissu sous-cutane,7545
Hypoaldosteronisme,Affections endocriniennes,7546
Chlorure sanguin anormal,Investigations,7547
Signe de Brudzinski,Affections du systeme nerveux,7548
Signe de Kernig,Affections du systeme nerveux,7549
Trouble de la secretion lacrymale,Affections oculaires,7550
Polyglobulie primitive,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7551
Chromatopsie,Affections oculaires,7552
Anhidrose,Affections de la peau et du tissu sous-cutane,7553
Regression du developpement,Troubles generaux et anomalies au site d'administration,7554
Dermatite a  mediation immunitaire,Affections de la peau et du tissu sous-cutane,7555
Cholangiopancreatographie par endoscopie retrograde,Investigations,7556
Retinite,Infections et infestations,7557
Force de prehension,Investigations,7558
Vitamine B12 anormale,Investigations,7559
Syndrome de Rubinstein-Taybi,"Affections congenitales, familiales et genetiques",7560
Syndrome de thrombopenie induite par lâheparine dite spontanee,Affections hematologiques et du systeme lymphatique,7561
Surdite de transmission,Affections de l'oreille et du labyrinthe,7562
Stenose coronaire ostiale,Affections cardiaques,7563
Dermatomyosite paraneoplasique,Affections de la peau et du tissu sous-cutane,7564
Examen cardiovasculaire anormal,Investigations,7565
Saignement vaginal inattendu sous DIU a  liberation hormonale,Affections des organes de reproduction et du sein,7566
Test Enterobacter positif,Investigations,7567
Erreur medicamenteuse : interaction medicament-maladie mentionnee dans le document de reference,"Lesions, intoxications et complications d'interventions",7568
arytheme au site d'administration,Troubles generaux et anomalies au site d'administration,7569
Rupture d'un kyste renal,Affections du rein et des voies urinaires,7570
Bra»lure chimique de la peau du troisieme degre,"Lesions, intoxications et complications d'interventions",7571
Bacteriemie a  Salmonella,Infections et infestations,7572
